href,salary,position,city,work_year,company
/job_detail/e529fc9bf8e0ddb01nd72d-7F1BU.html,15-30K,内控经理,北京,5-10年,完美世界
/job_detail/9cff586f51b56df51nF50tS6E1tR.html,8-12K·14薪,行政部专员,北京,3-5年,完美世界
/job_detail/d7e5984ce0d84e961nF52Ny1F1tZ.html,100-150元/天,企业文化实习生,北京,3天/周,完美世界
/job_detail/fd1fcc0c6ed77b951nF-2N66E1pW.html,4-8K,3D手绘角色美术设计师,重庆,1-3年,完美世界
/job_detail/20ac21a8471675c61nZ-3du9EVBR.html,20-35K,高级数据库工程师,北京,经验不限,完美世界
/job_detail/199fa15dd2f116ad1nFy2di-FVBZ.html,15-30K·16薪,资深视频制作经理（电竞）,上海,10年以上,完美世界
/job_detail/4588df4c6842019c1nd60t25F1NS.html,15-20K·15薪,游戏出版专员,上海,3-5年,完美世界
/job_detail/87e3f9caa37684f71nRy29i4GFdW.html,15-25K,数值策划,苏州,3-5年,完美世界
/job_detail/287d0c86c36784e41nF93NS7GFRR.html,20-40K·15薪,高级Android开发工程师,北京,3-5年,完美世界
/job_detail/f0a86c622828b28d1nB539-9FlRT.html,20-40K·14薪,游戏AI工程师,北京,经验不限,完美世界
/job_detail/90c56002bf00ab261nF-0tu6FlRS.html,20-40K·14薪,特效设计师（三项）,北京,3-5年,完美世界
/job_detail/b35f9f7e52d8493f1nF52NS9EVpZ.html,20-25元/时,影城服务员（北京西直门）,北京,经验不限,完美世界
/job_detail/fa295a858947f2a71nF-39W-GVZV.html,30-45K·16薪,法务经理,上海,5-10年,完美世界
/job_detail/c31ab0091002b41c1nVy2dW-GVFX.html,20-40K·15薪,数据库运维开发工程师(DBA),北京,3-5年,完美世界
/job_detail/292362194958e55d1nF53d20FFFW.html,2-3K,次时代制作实习生,重庆,经验不限,完美世界
/job_detail/e31e18b4b40060131nV_0ti7E1VQ.html,10-15K,游戏测试组长,成都,3-5年,完美世界
/job_detail/6bf4a027f061dcdd0HN72t-_F1s~.html,20-40K·14薪,3D角色,深圳,5-10年,完美世界
/job_detail/08a8a7e8893ad26a1nRy29u-FFFQ.html,8-13K,游戏运营专员,苏州,1-3年,完美世界
/job_detail/b71051fc3378354d1nd609S_FFJX.html,20-35K·13薪,地编设计师,北京,1-3年,完美世界
/job_detail/fd32e06440982c1d1nFz2tW5F1tQ.html,20-35K·14薪,内容主编,北京,3-5年,完美世界
/job_detail/4e30d56093aa62631nFy0ty-E1RS.html,10-15K,高级运维开发工程师—天智游工作室,成都,1-3年,完美世界
/job_detail/8daa3665852607421nZz2921ElRY.html,20-40K,地编,北京,3-5年,完美世界
/job_detail/d49d84a051c2366a1nB_09y1ElVR.html,15-25K·14薪,数据分析师,北京,3-5年,完美世界
/job_detail/caa1f22c5b4e5b6d1nF_39y9EFpS.html,20-40K,资深2D角色原画-奥丁,上海,3-5年,完美世界
/job_detail/f7f3aa15fa70c8561nBz2d24F1BW.html,30-40K·14薪,法务经理（诉讼）,北京,3-5年,完美世界
/job_detail/fe33ecf44d527d7b0HFy2t60F1I~.html,12-20K,游戏角色模型师,北京,3-5年,完美世界
/job_detail/70c13ae4f8cb7bba1nB-2NW7FVZT.html,15-30K·14薪,游戏数据分析师,北京,3-5年,完美世界
/job_detail/3fe793348211e1ed1nZ729u6GFFT.html,20-35K,3D特效组长—天智游工作室,成都,3-5年,完美世界
/job_detail/94ea67da0fa383141nd639i5F1JQ.html,25-50K·14薪,测试工程师 — 互联网教育产品,北京,经验不限,完美世界
/job_detail/9a32f91e9d8414461nBz2t61FVRT.html,15-30K·14薪,游戏研发项目管理专员（PM）,上海,3-5年,完美世界
/job_detail/0eb74c9111deedca1nZy3Ni9FldW.html,20-40K,投资经理/总监（线上消费/教育/TMT）,北京,5-10年,完美世界
/job_detail/ba6b00358fadb1531nF80tq8ElpV.html,20-40K·15薪,剧情策划,北京,3-5年,完美世界
/job_detail/f5575ace23564bc91nRy29i5EFNW.html,4-8K,游戏测试,苏州,1-3年,完美世界
/job_detail/df547c059d23ac431nV709S0E1VZ.html,20-40K·15薪,高级cocos2dx开发工程师,北京,3-5年,完美世界
/job_detail/78a98b9fd477f6c81nV709u7GVBQ.html,20-40K·15薪,Cocos Creator工程师,北京,3-5年,完美世界
/job_detail/2e1b3f9a976f34bd1nZ92968EVZW.html,15-20K·14薪,游戏功能测试,北京,3-5年,完美世界
/job_detail/e0b4f709bb44ef6c1nF93tW5GVFW.html,20-40K·14薪,游戏3D动画师/动作师,上海,3-5年,完美世界
/job_detail/1dbf4fb676c8b38233163d-4FVc~.html,15-30K·14薪,关卡策划,深圳,3-5年,完美世界
/job_detail/e12e490472d156d13nB50tu-GVE~.html,20-40K,3D特效-T3工作室,上海,3-5年,完美世界
/job_detail/62447f0088969d551nR63t-9FFBQ.html,15-30K,C++游戏开发工程师,北京,经验不限,完美世界
/job_detail/707a6883a42efe4e1nZ_2ty9GFdZ.html,20-30K·16薪,游戏2D场景设计/场景原画（二次元项目）,北京,3-5年,完美世界
/job_detail/3836e9ed6cf1ad601nZ_2t64EVdU.html,15-25K·16薪,游戏系统策划（二次元项目）,北京,3-5年,完美世界
/job_detail/3f4100a6c14717f31nRy29u-EFdZ.html,15-25K,游戏服务器程序,苏州,5-10年,完美世界
/job_detail/ad6cc026a23686061nR739y-F1VT.html,12-20K,二次元场景原画,北京,3-5年,完美世界
/job_detail/651fb6900c37aa071nd609S_EFNS.html,15-30K·13薪,UI设计师,北京,1-3年,完美世界
/job_detail/681ec25d1a4d50f91nF43966FlBT.html,15-30K·14薪,游戏剧情策划,深圳,3-5年,完美世界
/job_detail/aba5bdd33831c66e1nF62Ny4EFBZ.html,18-35K,内控经理（内控或IT审计背景）,北京,5-10年,完美世界
/job_detail/a859eb76099e73e51nR_3tW-FlJQ.html,20-35K·15薪,数据产品经理,上海,3-5年,完美世界
/job_detail/24624408f914db931nF43ty4ElNW.html,12-20K,3D游戏特效组长,武汉,3-5年,完美世界
/job_detail/ad62d0d1270809c01nZ929m4E1NV.html,35-45K·14薪,游戏战斗策划,北京,5-10年,完美世界
/job_detail/5638ca4a4003f3191XF_09m4E1I~.html,20-40K,U3D高级工程师,北京,3-5年,完美世界
/job_detail/75f200b919ebcbd60HFz2dS1Els~.html,4-8K,3D手绘角色美术设计师,重庆,1-3年,完美世界
/job_detail/44d6e6641c3379cd1nFy3NS8F1JX.html,7-9K,餐饮运营,北京,1-3年,完美世界
/job_detail/ac2b08f67dd8ac071nFy0ty_F1BT.html,27-40K,角色原画组长—天智游工作室,成都,3-5年,完美世界
/job_detail/566133de67da10791nFz2966EltS.html,20-35K·15薪,Windows C++客户端开发工程师（互联网）,北京,经验不限,完美世界
/job_detail/638a7f0f35f12fcb1nF90tm8F1dR.html,15-30K·14薪,游戏动作-成都,成都,3-5年,完美世界
/job_detail/5e80a011af45a7ee1nF-3d20FFZU.html,15-25K·14薪,关卡策划,北京,3-5年,完美世界
/job_detail/260ee4bd6c64de0f1nF92tW5GVpZ.html,28-50K·14薪,高级前端工程师,北京,5-10年,完美世界
/job_detail/933a1e31053cc0d71nZ939q6F1BS.html,20-35K·16薪,游戏JAVA服务器开发工程师（二次元项目）,北京,3-5年,完美世界
/job_detail/f8e1944a42a63c6c1nF-2dS6FFFS.html,100-150元/天,新媒体运营实习生,北京,5天/周,完美世界
/job_detail/4437a617dcab95591nVz2dW_F1BQ.html,35-60K·14薪,后端架构师/业务中间件（golang）,北京,5-10年,完美世界
/job_detail/cd19d3328d2ca6741nZ72tW4ElJY.html,20-40K·15薪,Unity3D开发工程师,北京,3-5年,完美世界
/job_detail/dbfd109759771a251nF92NS1FlVV.html,18-28K·14薪,3D动作,上海,3-5年,完美世界
/job_detail/0263276d49360cdb1nZ-2tm4F1FQ.html,12-24K·14薪,乙女向角色原画,北京,1-3年,完美世界
/job_detail/bc340862b043b90e1nF80tu4GFBR.html,18-35K·14薪,用户研究工程师,北京,经验不限,完美世界
/job_detail/6b00636d8b3487f61nB92t28FFBX.html,25-40K·14薪,游戏客户端开发工程师,北京,5-10年,完美世界
/job_detail/e6061b6f978ceb5b1nVz39u8GFVW.html,15-25K,游戏UI设计师,北京,3-5年,完美世界
/job_detail/6dfe0c001cce8b441nF939W5EVBQ.html,4-6K·13薪,游戏审核,成都,1年以内,完美世界
/job_detail/ae325c2de347cf951nd60ti7FVBQ.html,11-20K,游戏特效设计及制作,北京,3-5年,完美世界
/job_detail/f1f52346d76469aa1nd60t26EFNS.html,15-30K,Unity客户端开发工程师,上海,3-5年,完美世界
/job_detail/5732fad847c395ce1nV83tq9E1ZS.html,6-8K,行政司机,上海,5-10年,完美世界
/job_detail/7a59c6bc97acbac10HV63Nu4GFo~.html,12-20K,资深影视动画师（游戏方向）,成都,3-5年,完美世界
/job_detail/5efbcc137c4ef6253nx70ty4EVA~.html,15-30K,游戏特效师,北京,3-5年,完美世界
/job_detail/9995c9b554e6824a1nVz3tu8F1FS.html,11-20K,游戏关卡策划,北京,3-5年,完美世界
/job_detail/94d595cf0c0478f91nF639i8ElFV.html,25-50K,引擎图形程序员,北京,3-5年,完美世界
/job_detail/773b0fc090ecc6431nFy0ty4F1BQ.html,20-35K,交互设计组长—天智游工作室,成都,经验不限,完美世界
/job_detail/31cd9fa78be066d01nF40t26GFBX.html,25-50K·14薪,C++客户端开发,北京,1-3年,完美世界
/job_detail/07b30478b74e252b1nBy09q7F1VW.html,15-30K,动画分镜师,北京,3-5年,完美世界
/job_detail/baf17c5ab71b79f61nRy29m4GVtR.html,20-30K,UE4程序开发人员,苏州,5-10年,完美世界
/job_detail/d75e1b56b9c0f28b1nd43924FFJY.html,100-150元/天,初级-3D手绘角色美术设计师实习生,重庆,4天/周,完美世界
/job_detail/d34013025b655a291nd72tW8FlZT.html,15-25K·14薪,测试工程师,北京,1-3年,完美世界
/job_detail/e6629c57b7197e831nB_29W6EFdT.html,10-15K,影视视觉美术师,北京,经验不限,完美世界
/job_detail/3b0c1283dd0c9eb30HR539q6F1Q~.html,10-14K,课程顾问,北京,1-3年,完美世界
/job_detail/dcd5fbe7449f1f691nd42ty0FVVS.html,9-14K,视觉设计—天智游工作室,成都,3-5年,完美世界
/job_detail/213676ebd079c44f1nF-0ti4E1ZQ.html,20-35K·14薪,次时代3D场景/角色（三项）,北京,3-5年,完美世界
/job_detail/389d871c301907081nZ929q4GFBS.html,20-30K·14薪,3D动画设计师,北京,3-5年,完美世界
/job_detail/7ae02a54ea06a7ec1nFz2d26FFBV.html,10-15K·14薪,海外游戏视频制作,北京,3-5年,完美世界
/job_detail/8cbbb3db645774001nF53dy-FFNX.html,5-8K,次世代场景设计师,重庆,1-3年,完美世界
/job_detail/72ce4efd5f32a39d1nF52NS7F1BU.html,4-5K,重庆-江北嘴-影城运营主管,重庆,1-3年,完美世界
/job_detail/906b07301ef796601nV70968FldT.html,20-30K·15薪,Java服务端开发工程师,北京,1-3年,完美世界
/job_detail/967b8a7d0014341a1nRy29u6EFFR.html,10-15K,游戏原画,苏州,1-3年,完美世界
/job_detail/c4485c7d7e2c5f0e1nZ50ty0F1FS.html,15-30K,角色原画,北京,3-5年,完美世界
/job_detail/32eb9f1a025fef341nB50ti9FVNU.html,20-40K·14薪,高级iOS开发工程师,北京,1-3年,完美世界
/job_detail/cf77a9c062e68f521nB83Nm5GFBW.html,30-40K,U3D客户端,上海,3-5年,完美世界
/job_detail/f1e1c90002ead83d0HJz2tu_E1I~.html,18-35K·14薪,U3D程序,深圳,3-5年,完美世界
/job_detail/f71ae65124a5160703d_3NS-FFU~.html,15-25K,3D特效设计师（中/高级）,成都,3-5年,完美世界
/job_detail/aea3c380d69453511nF5096_E1FS.html,20-35K·14薪,高级3D模型（场景/角色）,北京,3-5年,完美世界
/job_detail/14db50204e15c22b3nZ72dq7GFQ~.html,7-12K,次世代角色设计师,成都,1年以内,完美世界
/job_detail/4553d178ac09d7931nZ62dq7GVRZ.html,15-25K·16薪,游戏数据分析师,北京,1-3年,完美世界
/job_detail/e852a3f97d07ad6b1nRy3t20EVZZ.html,25-50K·15薪,Java开发工程师-互联网业务,北京,1-3年,完美世界
/job_detail/a0e4b49289d801431nF52Nu7F1FS.html,20-30K,游戏特效设计师,上海,3-5年,完美世界
/job_detail/2f4ab2ea0db4ba651nB82dW1FFNT.html,15-25K·14薪,游戏3D动作设计师,北京,3-5年,完美世界
/job_detail/e44b9ea54516b7e51nF73dy1E1BT.html,20-40K,HR数据分析咨询顾问/HR数据分析师,北京,3-5年,完美世界
/job_detail/5f6371a2074b0e781nF_3dy8ElNX.html,5-8K,3D游戏动作设计师,重庆,1-3年,完美世界
/job_detail/c39b946c1c5bd9961nB93NS_EFtT.html,30-50K·15薪,前端开发专家,北京,5-10年,完美世界
/job_detail/2423f8bdf868e4821nZ-3du9FFBS.html,8-13K,次世代场景设计师组长,重庆,3-5年,完美世界
/job_detail/fdab0ec171d794991nF83Nq_GVNZ.html,20-30K·14薪,高级3d场景地编,北京,3-5年,完美世界
/job_detail/f238b49a87cbf1ad33Vy09y1FVs~.html,40-55K,U3D引擎主程,北京,10年以上,完美世界
/job_detail/87240c90d9b038b41nB83924ElpR.html,100-150元/天,角色原画实习生（22届优先）,重庆,4天/周,完美世界
/job_detail/74e616fb8edef06f3nZ80964GVE~.html,20-40K·14薪,过场动画师-T3工作室,上海,3-5年,完美世界
/job_detail/7aa2267eefb532391nFz29y_E1JT.html,11-20K,影视造型师,北京,3-5年,完美世界
/job_detail/43aa47e4e38b390c1nF53dq6EVBX.html,5-8K,次世代场景设计师,重庆,1-3年,完美世界
/job_detail/e0bd21d324d5af3f3nx93t64EVo~.html,20-40K·15薪,大数据开发工程师-实时方向,北京,1-3年,完美世界
/job_detail/d2b0d5652ca1f4f71nF_3Ny9F1VY.html,18-35K·15薪,UE4开发工程师,北京,3-5年,完美世界
/job_detail/39e1ed3322a1b45a1nF90tW_EVRS.html,5-10K·14薪,业务助理,武汉,1-3年,完美世界
/job_detail/1b6d043e7de36b3c1nZ929--FFFS.html,20-35K·14薪,场景地编,北京,3-5年,完美世界
/job_detail/28e022d52b6f63251nF_09u5ElFX.html,40-70K·15薪,Java架构师,北京,5-10年,完美世界
/job_detail/550e6b8e95ef1e331nF63tW_FVBY.html,25-50K·14薪,技术美术TA（游戏方向）,北京,3-5年,完美世界
/job_detail/7f2f2a69aa5765f91nF-0tu9E1pV.html,20-40K·14薪,场景/角色原画（三项）,北京,3-5年,完美世界
/job_detail/2af4821e176349221nZ929m_GVVU.html,20-25K·14薪,游戏数值策划,北京,3-5年,完美世界
/job_detail/8df4ecd0d4b13f361nF-0tq8F1JY.html,15-30K·14薪,数值策划（三项）,北京,3-5年,完美世界
/job_detail/59ac51552e372c6a1nR80ty-ElNU.html,120-150元/天,HR实习-招聘方向,北京,5天/周,完美世界
/job_detail/e984aa1926fdadac1nR82tS6GVFV.html,25-50K·14薪,iOS开发工程师-互联网教育产品,北京,5-10年,完美世界
/job_detail/991c4ba8c38503881nF63ti9GFFV.html,7-10K,剪辑后期,北京,1-3年,完美世界
/job_detail/2685f52906acd3711nB939i8FFFY.html,15-30K,海外市场经理,北京,5-10年,完美世界
/job_detail/86a728a98be29bc03nJ62924F1o~.html,8-10K,次世代培训授课讲师(专业课),重庆,1-3年,完美世界
/job_detail/1f061ed7d21993981nBz29y4FVFS.html,15-25K·14薪,游戏研发项目管理专员（PM）,北京,3-5年,完美世界
/job_detail/d3098ffc19b9d57f1nZy2dW9E1ZS.html,15-30K,UE4客户端开发工程师—天智游工作室,成都,经验不限,完美世界
/job_detail/5d81ace80b8723d61nF_3dy9F1dZ.html,100-150元/天,3D游戏动作设计实习生,重庆,4天/周,完美世界
/job_detail/d51e39d7337a1cbb1nZy3du7FVBQ.html,20-40K,场景原画,北京,3-5年,完美世界
/job_detail/835ff7beebbc4b041nFy2dm0ElJT.html,15-25K·16薪,社区运营,上海,3-5年,完美世界
/job_detail/4b25676dfb118cd11nF93ti0GVVY.html,15-30K,游戏运营策划,北京,3-5年,完美世界
/job_detail/cc05ea30286c05a01nV72tm-FlJX.html,18-35K,Android开发工程师（互联网业务）,北京,3-5年,完美世界
/job_detail/a153966bfc11dade1nR_2N67GFNU.html,13-20K,UI设计师,北京,经验不限,完美世界
/job_detail/93d476cc762ab8f61nZ729y8EVVW.html,15-30K,招聘经理,北京,5-10年,完美世界
/job_detail/588c25fac9be50f61nRy29i5GFRV.html,25-50K,高级游戏图形工程师,苏州,3-5年,完美世界
/job_detail/4bdd3b3398100d041nBz2t-5EVNS.html,15-30K·14薪,关卡策划,上海,1-3年,完美世界
/job_detail/6a7bf3a172811eda1nZ_39-7F1VY.html,15-30K·14薪,产品经理-游戏平台,北京,1-3年,完美世界
/job_detail/2042a1998fc03c231nZ-3di_F1pZ.html,8-13K,次世代角色设计师组长,重庆,3-5年,完美世界
/job_detail/ae33af172f948bd43nd43dq7FVA~.html,15-19K,游戏数值策划,北京,1-3年,完美世界
/job_detail/0709e1066a47e4551nR_2N60E1VS.html,15-30K·16薪,资深游戏用户研究/用研（二次元游戏）,北京,3-5年,完美世界
/job_detail/851ed7faaf0186fd1nRy29i-EFNU.html,10-15K,游戏ui美术,苏州,1-3年,完美世界
/job_detail/f3638d572a04bd291nZ62dq_FVFY.html,8-13K,责编,北京,5-10年,完美世界
/job_detail/3f02b637b98e8a271nF-0tq8EFJZ.html,25-50K·14薪,客户端开发工程师（三项）,北京,3-5年,完美世界
/job_detail/7ca328358a0aefec1nF60ti1ElFT.html,15-20K,视频制作,北京,1-3年,完美世界
/job_detail/3779349ee49e75481nd43Ny1FVVT.html,30-60K·14薪,技术美术,北京,经验不限,完美世界
/job_detail/85d4352242aff28b1nF73d-5FFpU.html,15-25K,游戏特效讲师,北京,3-5年,完美世界
/job_detail/cf3cafcdb8ff71071nR62dm9EFVR.html,6-8K,游戏客服,上海,1-3年,完美世界
/job_detail/aad31dd69292160f1nZ929-_EVpZ.html,20-30K·14薪,游戏特效设计师,北京,3-5年,完美世界
/job_detail/3edb6835d4b5d6691nF-0tq9E1VX.html,15-30K·14薪,剧情策划(三项),北京,3-5年,完美世界
/job_detail/b1aaf0c76fbc8b6633x82tm6GFE~.html,20-40K,资深游戏角色原画,北京,5-10年,完美世界
/job_detail/273361fd205056a01nZ_2ty-E1FQ.html,25-35K·16薪,游戏3D地编（二次元项目）,北京,3-5年,完美世界
/job_detail/fa2f6eeac4f126a40Xx42Nm5GVc~.html,30-50K,高级Android开发工程师,北京,5-10年,完美世界
/job_detail/ca92203a1dce487a1nR63tu0GVNV.html,20-40K,游戏数值策划,北京,3-5年,完美世界
/job_detail/ce581e3e62d21bb91nV929i5FFdT.html,15-30K·15薪,视觉设计师,上海,3-5年,完美世界
/job_detail/8a66485d03e673851nF_3N-6FldX.html,18-35K·15薪,战斗策划,北京,3-5年,完美世界
/job_detail/d284cde5660be65a1HZ_0tq1ElA~.html,20-40K,角色原画,北京,3-5年,完美世界
/job_detail/d1f4517759b944f21nVz2tu6F1ZS.html,25-35K·14薪,HRBP,北京,5-10年,完美世界
/job_detail/80b014dac1119ac21nF_3tu0F1pZ.html,15-30K·14薪,二次元3D特效师,北京,1-3年,完美世界
/job_detail/4f0aec3a3894144333x82tW_FFA~.html,20-40K,游戏系统策划,北京,3-5年,完美世界
/job_detail/a1372b6e4d00188d1nF939q0EFtS.html,4-7K·13薪,客服专员,成都,1年以内,完美世界
/job_detail/293e82978f2b48063nZ92ty5EFQ~.html,15-19K,系统策划,北京,1-3年,完美世界
/job_detail/573730ca369e28910HNz2968F1M~.html,15-25K·14薪,场景原画,深圳,3-5年,完美世界
/job_detail/908d3dc3fddaa89e1nZ929-_ElJY.html,15-30K·14薪,3D角色建模师,北京,3-5年,完美世界
/job_detail/5726cbfd1a88ddb51nZ52tW8E1ZS.html,13-26K·15薪,资深游戏文案策划,无锡,5-10年,三七互娱
/job_detail/bff7fee4b8d259420Hx82Ny6Els~.html,15-30K·15薪,系统策划（资深）,广州,3-5年,三七互娱
/job_detail/d09e8f339be4500b1nV50tq7EFBZ.html,7-12K·15薪,游戏策划,苏州,1-3年,三七互娱
/job_detail/a6c3c77c0945b2fe1nZ82969GFJR.html,15-30K·15薪,文案策划,广州,经验不限,三七互娱
/job_detail/777b58804ab1cfda1nZ82Ny4EFpX.html,15-30K·15薪,战斗策划,广州,经验不限,三七互娱
/job_detail/1458480d6786c8e41nB_39m1FFVV.html,20-35K·15薪,主系统策划（系统组长）,广州,3-5年,三七互娱
/job_detail/24bd808d1407e0c31nV50tq7E1pQ.html,11-20K·15薪,游戏系统策划,苏州,3-5年,三七互娱
/job_detail/a60e2a89194b0dc31nRz2tq_F1RS.html,15-30K·15薪,高级战斗策划,广州,3-5年,三七互娱
/job_detail/31e142e101a767b00H162dW5GVM~.html,18-30K·15薪,关卡策划,广州,3-5年,三七互娱
/job_detail/49f90b6e4a266e4d1nB83Nm0FFtR.html,30-50K·15薪,游戏主策划,广州,5-10年,三七互娱
/job_detail/6708a2e32a64e0371nV52dS7F1ZQ.html,30-60K,主策划,广州,5-10年,三七互娱
/job_detail/355a54fb962897061nR83t-6F1FU.html,10-15K,行政活动文案主管,广州,1-3年,三七互娱
/job_detail/ca3e9fdb05f888f41nZ43d-4ElRY.html,15-28K·15薪,资深游戏文案策划,上海,5-10年,三七互娱
/job_detail/59fc8be5d5dd67bd1nd43t28FFBZ.html,20-40K·15薪,高级系统策划,深圳,经验不限,三七互娱
/job_detail/205100a6ab4f33e40HF53Ny1E1s~.html,16-30K·15薪,数值策划（中高级）,广州,3-5年,三七互娱
/job_detail/870e1c0a2188663e1nZ639W0FVdX.html,12-20K·15薪,高级角色高模设计师,厦门,5-10年,三七互娱
/job_detail/4e0ba2fdc36dd88f1nZz09-8GVJX.html,15-30K·15薪,游戏用户研究,广州,经验不限,三七互娱
/job_detail/f20c3a9a219d3ed11nBz3t69EFdZ.html,15-30K·15薪,绩效管理专家,广州,3-5年,三七互娱
/job_detail/2a3809f0d62bb97c03dz3tq_EFQ~.html,15-25K,3D动画设计师,广州,3-5年,三七互娱
/job_detail/97a62ea5eb0c81311nZ40ti6FlBR.html,18-35K·15薪,高级数值策划,广州,3-5年,三七互娱
/job_detail/e52fd66be4342ab13nB_29u6E1s~.html,15-25K,海外广告投放,广州,经验不限,三七互娱
/job_detail/b27396ce18f1c1260XF63Nq7FFQ~.html,12-24K·15薪,游戏系统策划,广州,经验不限,三七互娱
/job_detail/f43b1055a0d0b3081nZ43dy8E1VX.html,15-27K·15薪,资深游戏文案策划,苏州,3-5年,三七互娱
/job_detail/8607883af9c930431nZ829-0EFpU.html,15-30K·15薪,系统策划,广州,经验不限,三七互娱
/job_detail/21d3f3bfc6672e163nR70tW1FFc~.html,15-25K·15薪,运维工程师（基础运维）,广州,3-5年,三七互娱
/job_detail/1277d42bc02705431nFz2t-9GFNX.html,14-28K·15薪,资深文案策划,杭州,3-5年,三七互娱
/job_detail/711321b9191c38741nB_0926EVdW.html,30-50K·15薪,强化学习算法工程师,广州,3-5年,三七互娱
/job_detail/075c7b654b1f689f1nd429-6F1VU.html,20-35K·13薪,产品总监,广州,5-10年,三七互娱
/job_detail/97c59ac8e7450ee71nB93N60FFZQ.html,15-25K·13薪,Web主管,广州,3-5年,三七互娱
/job_detail/f50c73a3576b38d21nF829q8E1VZ.html,12-20K·15薪,3D游戏动作设计（15薪）,成都,经验不限,三七互娱
/job_detail/ed2b47144ea35fe21nR829u8F1FU.html,15-25K·15薪,游戏运维工程师,广州,3-5年,三七互娱
/job_detail/53fdd732344086c50HZ93t-8GFU~.html,15-30K·15薪,Cocos客户端程序,广州,经验不限,三七互娱
/job_detail/2f51397fea3d26631nZ92t60FVpW.html,15-30K·13薪,产品运营（游戏）,广州,经验不限,三七互娱
/job_detail/5527c46bb12e2f0e03B83dy6GVo~.html,14-25K,中高级游戏视频设计师,广州,经验不限,三七互娱
/job_detail/9eb5f22edc02626e1nF-3dy5EFNQ.html,15-25K,角色特效,广州,1-3年,三七互娱
/job_detail/43ce73978943414c1nB93ti-FFNZ.html,15-25K·15薪,海外市场策划类岗位,广州,1-3年,三七互娱
/job_detail/df11fc1ea04d18771nZ72dq1E1VS.html,15-25K·15薪,游戏数据运营（研发向）,广州,3-5年,三七互娱
/job_detail/dd53b77aa15615161nB929S8EVFY.html,12-24K·15薪,游戏数值策划,北京,3-5年,三七互娱
/job_detail/7b94365b9a88b4740HN-29i8FVQ~.html,20-40K,视频设计主管（国内）,广州,5-10年,三七互娱
/job_detail/7d30d53f4483d60d1nd42N-8EltQ.html,15-25K·15薪,游戏数据分析师,广州,3-5年,三七互娱
/job_detail/a41a5e34b5bd5ba81nZz09-8FFpS.html,17-30K·15薪,产品经理（数据平台）,广州,经验不限,三七互娱
/job_detail/ab87bb497d4c22571nVy2Ny_EFVV.html,13-26K·15薪,游戏UI设计师,苏州,3-5年,三七互娱
/job_detail/f187c975eec2edfc33J929-9GFE~.html,18-35K·15薪,场景编辑设计师,广州,3-5年,三七互娱
/job_detail/765f06043e7c98a80HNz2Ni7F1Q~.html,15-30K·15薪,中高级PHP工程师,广州,3-5年,三七互娱
/job_detail/a2da5bf75726d9c50HZ72t65E1c~.html,12-24K·15薪,中高级数值策划,广州,3-5年,三七互娱
/job_detail/0e5d68fecd7342171nV_2tm8EFNS.html,9-13K·15薪,场景模型设计师,厦门,3-5年,三七互娱
/job_detail/f0f5d09f6ba34d941nF72tu4FlBU.html,17-29K·15薪,高级/资深U3D客户端开发,苏州,5-10年,三七互娱
/job_detail/a72267285a5970900HNy09q_GVQ~.html,15-30K·15薪,Java游戏服务器开发,广州,3-5年,三七互娱
/job_detail/57eb1997e35c3c721nV92928GVtZ.html,13-26K·15薪,场景原画设计师,苏州,3-5年,三七互娱
/job_detail/196b82c9d6f695aa1nF_2tS1EFtW.html,13-26K·15薪,游戏服务端开发,苏州,1-3年,三七互娱
/job_detail/0f31ed955f3b19091nV80tS7FlpS.html,13-26K·15薪,3D角色设计师,苏州,3-5年,三七互娱
/job_detail/e6c10445e7da045333R63Ny7FFY~.html,13-26K·15薪,游戏AE特效设计师,广州,经验不限,三七互娱
/job_detail/6316788f28869e541nd42Nu_FlpT.html,18-25K·15薪,3D动作设计师,长沙,经验不限,三七互娱
/job_detail/bac431b38ffdff151nZy2d60EFNZ.html,12-24K·15薪,游戏界面设计师,苏州,3-5年,三七互娱
/job_detail/c2c9b3a9c9e46ffa1nF82t-9ElNR.html,12-18K·15薪,3D游戏动作设计（15薪）,武汉,经验不限,三七互娱
/job_detail/35c34f42023b3a060H163dm6F1o~.html,15-30K·15薪,次世代角色模型设计师,广州,3-5年,三七互娱
/job_detail/0c20e0343c03dbe11nFz2t-_E1RU.html,12-23K·15薪,游戏数值策划,杭州,1-3年,三七互娱
/job_detail/028999505d4ff34d0HZ93ty8F1s~.html,15-30K·15薪,系统策划,广州,经验不限,三七互娱
/job_detail/acf5ff130b6a986d1nV-2N26FFtV.html,15-25K·15薪,游戏数据运营,广州,3-5年,三七互娱
/job_detail/5bbe6799249947df1nB52N20FFJV.html,13-26K·15薪,游戏界面设计师,上海,经验不限,三七互娱
/job_detail/14148135bb3f5c9c0HV609S9EFQ~.html,20-30K·15薪,3D动画设计师,广州,3-5年,三七互娱
/job_detail/c365718c1f5d6a601nV509u0EFtZ.html,15-30K·15薪,用户研究分析师（游戏）,广州,3-5年,三七互娱
/job_detail/2ce5fbb903ff68c41nBz2tm-FFBX.html,13-26K·15薪,U3D客户端,上海,1-3年,三七互娱
/job_detail/3c009629eae263861nZ43dW7FltS.html,18-25K·15薪,动作设计主管,厦门,经验不限,三七互娱
